,id,budget,popularity,vote_average,revenue,title
1760,61891,30000000,16.698316000000002,6.3,15395087,Anonymous
164,944,140000000,24.855701,6.3,285444603,Lethal Weapon 4
903,72105,50000000,68.87691,6.3,549368315,Ted
1808,238615,26000000,66.097437,6.3,30523226,Self/less
438,6964,80000000,16.939441,6.3,266728738,Something's Gotta Give
1514,12106,32000000,16.473354999999998,6.3,18552460,The Quick and the Dead
4607,55123,312000,1.505703,6.2,1281176,Tumbleweeds
194,10567,127500000,26.548594,6.2,354248063,Dinosaur
1739,13092,27000000,16.785866,6.2,17286299,How to Lose Friends & Alienate People
397,22897,85000000,16.479851,6.2,219103655,It's Complicated
1534,6488,31000000,15.895660999999999,6.2,53208180,Arachnophobia
616,214756,68000000,68.734513,6.2,217022588,Ted 2
2554,6961,15000000,10.194097,6.2,47175038,The Wedding Date
1216,11172,40000000,17.659032,6.2,145896422,Music and Lyrics
387,9772,85000000,36.38795,6.2,315156409,Air Force One
3424,34723,6500000,2.1636830000000002,6.2,0,The Adventures of Huck Finn
2541,9276,15000000,21.535126,6.2,40283321,The Faculty
1495,9294,32000000,15.039407,6.2,152036382,Phenomenon
1200,708,40000000,23.331459,6.2,191185897,The Living Daylights
2553,18405,15000000,19.760382999999997,6.2,32721635,The Last House on the Left
2956,1590,11000000,5.062687,6.2,0,Copying Beethoven
1536,296099,31000000,47.753598,6.2,104384188,Vacation
4372,8675,1000000,5.06516,6.2,0,Orgazmo
3392,1956,3500000,5.038953,6.2,0,Gerry
211,8871,123000000,45.419668,6.2,345141403,How the Grinch Stole Christmas
1964,2069,41300000,23.441135,6.2,106371651,The Whole Nine Yards
1743,700,27500000,25.633663000000002,6.2,187500000,Octopussy
212,435,125000000,41.380094,6.2,544272402,The Day After Tomorrow
3385,25388,0,3.829937,6.2,0,March or Die
3379,12271,7000000,11.400229,6.2,0,Factory Girl
3359,22314,7000000,2.772178,6.2,14011454,In Too Deep
214,2133,120000000,25.752118,6.2,325756637,The Perfect Storm
589,49017,70000000,64.45794699999999,6.2,215529201,Dracula Untold
4351,18712,1000000,3.8510000000000004,6.2,7800000,Sands of Iwo Jima
1953,38543,25000000,12.31708,6.2,0,Ironclad
188,27576,110000000,48.829437,6.2,293329073,Salt
462,14462,80000000,21.394281,6.2,96105964,The Manchurian Candidate
4404,186935,1000000,3.629777,6.2,0,Heli
2508,2110,15300000,18.209570000000003,6.2,0,Wasabi
3486,347764,0,1.273773,6.2,0,Goddess of Love
1513,9335,32000000,47.5612,6.2,85167639,Transporter 2
2045,1599,22000000,14.925633,6.2,0,I Heart Huckabees
2493,152599,16000000,13.832464000000002,6.2,5867686,The Immigrant
2742,332567,17000000,60.829620999999996,6.2,119100758,The Shallows
4397,18206,1000000,2.175696,6.2,10018,Alone With Her
4627,318040,0,0.583446,6.2,0,Bizarre
1701,1428,29000000,27.555646000000003,6.2,98185582,Once Upon a Time in Mexico
1146,49527,42000000,34.041407,6.2,46221189,Man on a Ledge
2034,146239,26000000,30.114383,6.2,51164106,Delivery Man
1151,10398,70000000,19.439386,6.2,177841558,Double Jeopardy
1705,26320,0,11.870161,6.2,0,Taking Woodstock
4391,66195,0,6.507094,6.2,14870,The Perfect Host
3090,14195,10000000,4.1760660000000005,6.2,0,Cecil B. Demented
1624,53113,0,2.644427,6.2,0,One True Thing
641,41733,65000000,43.865294,6.2,211780824,Due Date
367,179,80000000,18.69984,6.2,162944923,The Interpreter
1517,31867,32000000,25.799697000000002,6.2,18409891,Repo Men
3461,36739,0,3.159574,6.2,0,School Daze
1162,10184,40000000,26.253357,6.2,177259441,He's Just Not That Into You
2916,11887,0,21.801188,6.2,0,High School Musical 3: Senior Year
3458,32275,6000000,7.60445,6.2,20400000,Duel in the Sun
2758,5172,13000000,6.764436999999999,6.2,11130889,The Astronaut Farmer
1178,7461,40000000,24.862767,6.2,151161491,Vantage Point
185,74,132000000,48.572726,6.2,591739379,War of the Worlds
1185,193610,40000000,34.519636,6.2,196781193,The Other Woman
3064,7942,10000000,14.905357,6.2,33000000,"Run, Fatboy, Run"
1191,11551,40000000,23.088570999999998,6.2,54682547,Small Soldiers
1744,4964,30000000,22.527210999999998,6.2,219076518,Knocked Up
3151,22820,10000000,3.193777,6.2,0,Gentlemen Broncos
4490,40658,0,0.429083,6.2,0,Starsuckers
3048,10029,30000000,5.671691,6.2,9898412,Very Bad Things
1548,9472,20000000,41.156217,6.2,167722310,DodgeBall: A True Underdog Story
283,18487,100000000,40.597856,6.2,150166126,The Taking of Pelham 1 2 3
1779,6957,26000000,38.473732,6.2,109449237,The 40 Year Old Virgin
1781,169917,28000000,61.309619,6.2,53181600,A Walk Among the Tombstones
3006,15301,10000000,12.902975,6.2,29450919,Twilight Zone: The Movie
1390,12437,35000000,51.927471000000004,6.2,91353501,Underworld: Rise of the Lycans
2703,28029,14000000,6.370267,6.2,0,A Walk on the Moon
2800,39780,0,0.13938399999999998,6.2,0,Oscar and Lucinda
249,262500,110000000,103.71838699999999,6.2,295238201,Insurgent
1788,11460,26000000,8.802626,6.2,57891803,Red Eye
3013,294272,65000000,31.974359000000003,6.2,143695338,Pete's Dragon
538,2026,52000000,23.663713,6.2,77944725,Hostage
4519,41144,0,0.050210000000000005,6.2,0,To Save A Life
4234,10972,1500000,11.064228,6.2,373967,Session 9
427,45243,80000000,58.040149,6.2,254455986,The Hangover Part II
534,3172,75000000,24.353302,6.2,67631903,Bandits
3491,13990,6000000,7.161051,6.2,2899975,The Wackness
3040,9515,10000000,5.647538,6.2,17297244,The Matador
1892,34813,25000000,24.903418,6.2,23580000,The Losers
2677,62008,0,4.448494,6.2,0,Good Deeds
1890,1909,25000000,8.870614,6.2,22200000,Don Juan DeMarco
3150,11827,9300000,12.928269,6.2,0,Heavy Metal
2680,71688,13000000,23.3784,6.2,114956699,The Iron Lady
1431,49526,35000000,17.709888,6.2,31083599,Premium Rush
325,57800,95000000,65.22986800000001,6.2,877244782,Ice Age: Continental Drift
2688,12403,14000000,20.792603,6.2,22852638,A Perfect Getaway
508,330,73000000,2.502487,6.2,229074524,The Lost World: Jurassic Park
500,584,76000000,10.520961,6.2,236350661,2 Fast 2 Furious
1458,9280,35000000,9.07278,6.2,16838910,Femme Fatale
1367,152,35000000,24.616634,6.2,139000000,Star Trek: The Motion Picture
1914,11954,25000000,12.18362,6.2,0,Lifeforce
1749,5125,27500000,12.741073,6.2,24748670,Rendition
1915,60309,25000000,9.169271,6.2,15478800,The Conspirator
1281,10428,20000000,17.842246,6.2,7563728,Hackers
2600,9686,15000000,6.684096,6.2,0,New York Stories
434,9291,82000000,26.065735,6.2,190320568,The Longest Yard
2825,10269,12000000,3.389249,6.2,30400000,Yentl
1752,9437,27000000,18.913,6.2,60527873,Kiss the Girls
2823,13335,12000000,26.219597999999998,6.2,43493123,Harold & Kumar Escape from Guantanamo Bay
1943,22256,25000000,3.849873,6.2,777423,Without Limits
4567,15624,450000,4.442355,6.2,973525,Conversations with Other Women
3325,73873,8000000,7.802245,6.2,5634828,Albert Nobbs
3323,2577,7500000,8.859657,6.2,0,Code 46
3114,268171,10000000,2.849895,6.2,0,Elsa & Fred
580,117263,70000000,59.428222999999996,6.2,161025640,Olympus Has Fallen
1604,4513,30000000,33.394082,6.2,75505973,30 Days of Night
1598,16871,30000000,45.083509,6.2,90810892,Drag Me to Hell
1308,1957,38000000,11.500783,6.2,51801187,Enough
2814,10611,12000000,10.297189,6.2,75781642,Barbershop
1592,4105,30000000,11.196019999999999,6.2,45892212,Black Rain
4265,266034,0,2.486992,6.2,0,The Blue Room
1319,87421,38000000,46.630062,6.2,98337295,Riddick
4542,43933,500000,26.406001,6.2,4242978,Monsters
1322,13600,55000000,23.465539,6.2,17869048,City of Ember
4541,21801,0,1.390909,6.2,0,The Slaughter Rule
562,6947,60000000,27.491891,6.2,256697520,The Village
554,9718,72500000,12.599836,6.2,162966177,Talladega Nights: The Ballad of Ricky Bobby
4174,542,1800000,2.1794279999999997,6.2,0,The Crime of Padre Amaro
1925,17707,25000000,7.296459,6.2,13000000,Brokedown Palace
1349,31908,0,8.102925,6.2,0,Ghosts of Mississippi
3000,280092,10000000,45.946524,6.2,104303851,Insidious: Chapter 3
1358,817,33000000,18.316151,6.2,310940086,Austin Powers: The Spy Who Shagged Me
4319,7553,3000000,10.230583,6.2,18637690,Waiting...
2889,9260,1200000,3.582733,6.2,0,Welcome to Collinwood
87,158852,190000000,130.311355,6.2,209154322,Tomorrowland
2428,26390,17000000,18.790101999999997,6.2,29536299,Brooklyn's Finest
3702,27686,0,1.847822,6.2,0,State Fair
864,36586,54000000,67.16958699999999,6.2,155010032,Blade II
1036,10684,46000000,12.971122,6.2,100860818,Courage Under Fire
953,928,50000000,33.98637,6.2,41482207,Gremlins 2: The New Batch
845,12117,80000000,7.386394,6.2,0,Instinct
3795,52015,650000,12.496261,6.2,33245,Stake Land
50,9543,150000000,62.169881000000004,6.2,335154643,Prince of Persia: The Sands of Time
3873,11564,4300000,5.643023,6.2,0,Class of 1984
2106,13497,20000000,4.748929,6.2,57588485,Drumline
109,10140,155000000,49.661984000000004,6.2,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader
3712,62116,0,0.774442,6.2,0,Mozart's Sister
914,302699,50000000,45.318703,6.2,216972543,Central Intelligence
115,8960,150000000,56.758410999999995,6.2,624029371,Hancock
2293,29427,20000000,28.867568,6.2,54956140,The Crazies
758,12201,80000000,24.657931,6.2,74901339,Edge of Darkness
120,10527,150000000,44.141021,6.2,603900354,Madagascar: Escape 2 Africa
934,9975,50000000,9.894346,6.2,69834815,Curious George
122,2080,150000000,5.954333999999999,6.2,373062864,X-Men Origins: Wolverine
1066,27983,0,2.0941509999999997,6.2,0,"Yours, Mine and Ours"
791,257445,58000000,45.351617,6.2,158162788,Goosebumps
2210,4953,0,17.662682999999998,6.2,0,Be Kind Rewind
2261,10448,20000000,3.5819059999999996,6.2,305070,Rapa Nui
963,22832,40000000,19.085403,6.2,60462347,Ninja Assassin
3593,8346,5000000,18.115566,6.2,368744044,My Big Fat Greek Wedding
716,11128,60000000,10.99991,6.2,74541707,Ladder 49
21,20662,200000000,37.668301,6.2,310669540,Robin Hood
2140,20391,20000000,7.9025360000000004,6.2,31678778,Paint Your Wagon
3654,11600,5000000,3.792015,6.2,782102,Redacted
2376,10739,0,8.945081,6.2,0,Anything Else
985,10047,60000000,21.084542000000003,6.2,66976317,The Messenger: The Story of Joan of Arc
3649,51384,0,1.286991,6.2,0,"Lovely, Still"
2375,245703,18000000,32.717853000000005,6.2,6212282,Midnight Special
747,82682,60000000,29.041197999999998,6.2,105200903,Gangster Squad
973,10782,50000000,19.226763000000002,6.2,42792561,Basic
4784,24055,0,1.243955,6.2,0,The Puffy Chair
1003,9548,49000000,2.8084279999999997,6.2,20423389,The Adventures of Ford Fairlane
858,145220,50000000,14.808304000000001,6.2,80383290,Muppets Most Wanted
3678,8435,0,3.5007410000000005,6.2,0,A Cock and Bull Story
18,41154,225000000,52.035179,6.2,624026776,Men in Black 3
3799,81390,4000000,8.30723,6.2,25345000,A Lonely Place to Die
3863,86549,0,1.4194309999999999,6.2,0,August
3613,20455,5500000,3.7387,6.2,0,Digimon: The Movie
3611,22649,4,1.199451,6.2,25,A Farewell to Arms
3798,60422,4000000,3.238466,6.2,355688,Another Happy Day
720,39538,60000000,38.820858,6.2,137551594,Contagion
3815,29715,3800000,3.490215,6.2,14873,Major Dundee
2358,2575,21000000,7.047975,6.2,28008462,The Tailor of Panama
2193,290751,19500000,15.012236999999999,6.2,34854990,Secret in Their Eyes
4788,692,12000,4.553644,6.2,6000000,Pink Flamingos
2321,9043,0,14.190837,6.2,0,The Family Stone
833,8584,55000000,25.400935,6.2,56932305,Shanghai Noon
777,123553,60000000,45.514031,6.2,90565421,The Mortal Instruments: City of Bones
3533,11889,0,2.714043,6.2,0,Iris
3520,455,3500159,22.054546,6.2,76578641,Bend It Like Beckham
3537,4997,5000000,7.79068,6.2,2466444,Wonderland
2301,50725,19000000,11.766564,6.2,6928068,Take Me Home Tonight
3772,8141,4000000,6.091951,6.2,2426851,You Kill Me
2056,204922,22000000,48.784734,6.2,15447154,Before I Go to Sleep
3833,26268,3500000,2.938973,6.2,12000000,Harper
1082,2207,55000000,32.31022,6.2,65664721,16 Blocks
3899,1685,3000000,24.393296,6.2,18999718,Beneath the Planet of the Apes
3544,253253,0,1.5846,6.2,0,Animals
2234,48231,15000000,27.133277000000003,6.2,27462041,A Dangerous Method
2312,195589,18000000,36.471231,6.2,268157400,Neighbors
2197,63492,20000000,19.220789,6.2,30426096,What's Your Number?
4054,9916,0,2.371477,6.2,0,The Last Sin Eater
838,8077,50000000,45.856409,6.2,159773545,Alien³
3497,32395,6000000,6.903186,6.2,0,The Greatest
1075,82525,45000000,31.856589000000003,6.2,82966152,Savages
405,9615,85000000,8.282876,6.1,158468292,The Fast and the Furious: Tokyo Drift
4330,27374,0,4.653047,6.1,0,Lake Mungo
2650,31668,15000000,1.833058,6.1,23000,All The Queen's Men
2281,11247,19000000,25.28132,6.1,70067909,A Cinderella Story
3029,11891,0,8.288813000000001,6.1,0,Kung Pow: Enter the Fist
755,201,60000000,21.605532999999998,6.1,67312826,Star Trek: Nemesis
2977,214,10000000,33.124871,6.1,163876815,Saw III
2980,316727,10000000,53.727146,6.1,118587880,The Purge: Election Year
1539,9032,34200000,34.868590000000005,6.1,234801895,Big Daddy
2674,1931,13000000,6.92205,6.1,75511123,Stomp the Yard
1800,70436,26000000,22.520842000000002,6.1,29657751,The Raven
2767,2084,13000000,5.831302,6.1,0,Birthday Girl
1421,10410,35000000,5.926966,6.1,0,Hoffa
3187,12621,0,5.293362999999999,6.1,0,Hamlet 2
895,2123,51000000,39.001682,6.1,149270999,"Me, Myself & Irene"
1127,11560,42000000,14.046705,6.1,63781810,High Crimes
1814,10523,25100000,10.445391,6.1,29506464,W.
307,138103,90000000,61.025639,6.1,206172544,The Expendables 3
3022,14544,0,2.5963380000000003,6.1,0,Roll Bounce
2273,184341,20000000,7.444189,6.1,0,Hands of Stone
3196,15699,5000000,1.458884,6.1,140666,Opal Dream
3938,17995,0,1.580027,6.1,0,DysFunktional Family
2962,14395,7400000,3.246903,6.1,17000000,Kabhi Alvida Naa Kehna
1560,6557,30000000,30.695228000000004,6.1,160259319,27 Dresses
974,9573,50000000,10.089065,6.1,26199517,Blood Work
2304,22479,18000000,5.380733,6.1,0,Kansas City
3043,14120,0,1.83428,6.1,0,End of the Spear
3215,71805,0,0.702971,6.1,0,Shipwrecked
1550,9273,30000000,34.391791999999995,6.1,212385533,Ace Ventura: When Nature Calls
253,53182,110000000,71.51059599999999,6.1,337580051,300: Rise of an Empire
2275,199373,27220000,28.060471999999997,6.1,5496951,The Frozen Ground
3804,22301,3950000,8.484123,6.1,8000000,Hell's Angels
893,26389,52000000,27.916284,6.1,52826594,From Paris with Love
1766,28355,27000000,23.917982000000002,6.1,29000000,Case 39
1415,3604,35000000,12.343507,6.1,27107960,Flash Gordon
2205,15070,20000000,17.227376,6.1,12398628,Undisputed
4513,23069,0,2.651418,6.1,0,Benji
541,9425,75000000,11.873856,6.1,14567883,Soldier
3764,2370,4000000,5.975604,6.1,6000000,Topaz
4193,1688,1700000,18.828682999999998,6.1,9700000,Conquest of the Planet of the Apes
4437,9813,900000,4.0971,6.1,381420,The Quiet
2693,12637,0,3.876242,6.1,0,"New York, New York"
958,2116,50000000,14.993459,6.1,55495563,Out of Time
3237,2619,8000000,21.735068,6.1,69821334,Splash
468,9705,102000000,36.788745,6.1,147080413,Swordfish
3070,82532,10000000,10.409155,6.1,4417580,"Jeff, Who Lives at Home"
4274,100275,0,0.143784,6.1,1632,Eddie: The Sleepwalking Cannibal
948,10393,0,14.837288000000001,6.1,0,The Replacements
868,9621,57000000,22.894898,6.1,52034889,Elizabethtown
1486,7220,33000000,35.099610999999996,6.1,54700105,The Punisher
1830,168530,25000000,28.468000000000004,6.1,153997819,Ride Along
4770,40769,500000,0.12306800000000001,6.1,0,Mutual Appreciation
285,27581,100000000,24.399642,6.1,170432927,The Other Guys
1853,77866,25000000,31.364901,6.1,63100000,Contraband
3731,10947,4200000,16.536374,6.1,0,High School Musical
4335,5769,1000000,2.833166,6.1,37600000,Tom Jones
1845,11096,25000000,18.228538,6.1,122644820,Hide and Seek
2316,8835,18000000,25.43954,6.1,141774679,Legally Blonde
290,76163,100000000,53.73289200000001,6.1,312573423,The Expendables 2
3092,41479,10000000,14.979375,6.1,7022728,The Joneses
3735,10246,4000000,12.891276,6.1,125728258,Porky's
1835,41630,25000000,38.688821999999995,6.1,147780440,No Strings Attached
2747,9448,13000000,6.425528,6.1,27007143,The Big Hit
3882,10070,0,8.825113,6.1,658573,Feast
3011,15037,10000000,11.350382000000002,6.1,25605015,Can't Hardly Wait
4267,2661,1377800,9.815394,6.1,0,Batman
3128,17622,0,4.481897,6.1,0,Fifty Dead Men Walking
1817,619,25000000,26.576385,6.1,411006740,The Bodyguard
473,75,70000000,44.090534999999996,6.1,101371017,Mars Attacks!
3773,1546,0,4.757625,6.1,1919197,Thumbsucker
957,9801,50000000,28.803802,6.1,40203020,Bridget Jones: The Edge of Reason
2990,8922,10000000,23.316208,6.1,59217789,Jeepers Creepers
771,10052,60000000,8.927137,6.1,52322400,Dragonfly
4230,507,1500000,5.817519,6.1,418961,Killing Zoe
58,5174,140000000,22.57178,6.1,258022233,Rush Hour 3
956,1577,45000000,29.880121999999997,6.1,129394835,Resident Evil: Apocalypse
52,38356,195000000,28.529607000000002,6.1,1123746996,Transformers: Dark of the Moon
3707,66607,0,0.17735599999999999,6.1,0,Saving Private Perez
2202,15005,20000000,3.476925,6.1,13391174,One Night with the King
273,9679,90000000,52.995628,6.1,237202299,Gone in Sixty Seconds
4315,13064,2600000,8.001156,6.1,2850263,Airborne
3144,208869,10,9.702760000000001,6.1,0,Plastic
4460,25212,0,2.171288,6.1,0,Deterrence
1792,134374,25000000,31.893932,6.1,86175291,Pain & Gain
949,71552,50000000,39.920035,6.1,234989584,American Reunion
798,116741,58000000,1.551497,6.1,44000000,The Internship
4464,14451,800000,11.205726,6.1,1984662,Dead Snow
484,9922,80000000,14.564667000000002,6.1,17626234,The Postman
3792,111190,16000000,18.790221,6.1,318982,Adore
1871,1268,25000000,27.683874,6.1,229736344,Mr. Bean's Holiday
2714,44754,14000000,4.8984239999999994,6.1,46495,Margaret
1970,10358,24000000,27.326465999999996,6.1,42105111,Zack and Miri Make a Porno
3378,14112,7000000,7.051521000000001,6.1,2062066,Auto Focus
2563,17880,14000000,3.334804,6.1,32645546,Because of Winn-Dixie
1220,8224,40000000,25.580272,6.1,96618699,8MM
2864,60599,12000000,16.40512,6.1,35485056,Arbitrage
4687,14758,0,1.948435,6.1,0,Good Dick
3412,14576,6800000,4.665309,6.1,0,Shade
3407,13649,0,21.01755,6.1,7000000,High School Musical 2
1232,38357,40000000,22.491388,6.1,58785180,Morning Glory
1043,1493,45000000,32.624355,6.1,212000000,Miss Congeniality
174,1724,150000000,62.898336,6.1,163712074,The Incredible Hulk
644,9350,70000000,26.199089999999998,6.1,255000211,Cliffhanger
1716,9398,28000000,38.0958,6.1,60780981,Zoolander
600,49021,66000000,29.501489000000003,6.1,57777106,Killer Elite
1719,3638,28000000,15.794946,6.1,92601050,No Reservations
1219,41446,40000000,35.21926,6.1,97138686,Scream 4
3664,340816,0,1.985243,6.1,0,Christmas Eve
2885,8060,12000000,3.004432,6.1,0,Married Life
597,52520,70000000,58.40120400000001,6.1,160112671,Underworld: Awakening
3473,15256,6000000,3.5611980000000005,6.1,6852450,200 Cigarettes
1969,2621,24000000,5.771479,6.1,36609995,Return to Me
3581,2895,5000000,4.227807,6.1,0,The Apostle
2570,38843,0,9.681147,6.1,0,Ramona and Beezus
1041,82675,45000000,49.353524,6.1,376141306,Taken 2
2574,14012,15000000,3.043589,6.1,21000000,Flicka
4115,24363,0,6.3377349999999995,6.1,0,House of D
831,9618,55000000,22.787667000000003,6.1,63408614,Tango & Cash
195,181533,127000000,115.597753,6.1,349424282,Night at the Museum: Secret of the Tomb
661,6795,65000000,15.194239000000001,6.1,64321501,Zathura: A Space Adventure
1088,9899,45000000,6.803965,6.1,38058335,The Producers
2533,65086,17000000,43.675191,6.1,127730736,The Woman in Black
674,16577,65000000,24.857079000000002,6.1,44091067,Astro Boy
680,3536,62000000,18.096884,6.1,127666415,U-571
2030,8999,22000000,17.7091,6.1,57479076,Derailed
630,3981,70000000,31.39165,6.1,374111707,What Women Want
1174,323675,40000000,25.136082000000002,6.1,124827316,Ride Along 2
2007,2453,23000000,12.869436,6.1,7434726,Harley Davidson and the Marlboro Man
629,136797,66000000,54.814890000000005,6.1,203277636,Need for Speed
1184,16996,20000000,52.571674,6.1,136267476,17 Again
4030,17334,14000000,3.393648,6.1,0,The Other End of the Line
1076,9759,25000000,24.459948,6.1,56422687,Cellular
2531,17202,15000000,2.005111,6.1,55184721,Why Did I Get Married?
1073,8987,45000000,12.362876,6.1,0,The River Wild
2262,13688,0,12.373248,6.1,47301471,CJ7
1197,227159,42000000,82.185281,6.1,107670357,Horrible Bosses 2
4031,1698,0,5.025938,6.1,0,Anatomy
2089,96,20000000,25.28436,6.1,299965036,Beverly Hills Cop II
4,49529,260000000,43.926995,6.1,284139100,John Carter
1070,7737,45000000,12.065380000000001,6.1,148412065,Resident Evil: Extinction
3557,9012,5000000,14.752587,6.1,64282312,Jackass: The Movie
1986,41283,24000000,26.324873999999998,6.1,23081726,Faster
4609,11956,0,1.410387,6.1,0,When the Cat's Away
688,693,80000000,32.829538,6.1,516642939,Meet the Fockers
2441,255343,17000000,25.112567000000002,6.1,3758328,Escobar: Paradise Lost
696,2275,60000000,18.345613,6.1,149705852,The General's Daughter
1961,4233,24000000,35.244037,6.1,172363301,Scream 2
177,77950,135000000,44.765377,6.1,282570682,Turbo
3376,39053,7000000,15.212569,6.1,0,Cyrus
2044,24100,22000000,4.365196,6.1,13555988,The Little Vampire
4153,17768,0,8.902102000000001,6.1,0,A Funny Thing Happened on the Way to the Forum
1138,228967,44000000,74.16801600000001,6.1,12342632,The Interview
3981,66942,2902660,1.3508799999999999,6.1,0,Griff the Invisible
1013,181283,50000000,40.371097999999996,6.1,3324330,Child 44
729,9422,70000000,10.147321,6.1,56702901,A Civil Action
855,16072,56000000,4.362535,6.1,12923936,Gods and Generals
3298,49081,8000000,0.983484,6.1,2019009,The Rocket: The Legend of Rocket Richard
731,4824,60000000,19.747459,6.1,159330280,The Jackal
3972,43213,3200000,1.034844,6.1,0,Chicago Overcoat
2626,6552,25000000,8.583217,6.1,4152230,Idle Hands
825,9315,55000000,32.05145,6.1,223387299,Flightplan
1339,11001,65000000,16.865782,6.1,117758500,Blue Streak
1655,14844,23000000,3.3620449999999997,6.1,12,Chasing Liberty
399,7484,85000000,26.61951,6.1,197309027,Open Season
403,9593,85000000,32.044191,6.1,137298489,Last Action Hero
2129,9570,20000000,8.265317,6.1,35841901,The Black Hole
656,9440,65000000,9.110247,6.1,0,Primary Colors
3957,39563,0,9.342464999999999,6.1,0,The Eclipse
11,10764,200000000,107.92881100000001,6.1,586090727,Quantum of Solace
1923,8988,25000000,4.002579,6.1,11207130,Stop-Loss
3258,9962,8000000,9.799177,6.1,16856124,The Good Girl
2890,61337,0,2.678715,6.1,0,Critical Care
1129,2637,32000000,14.733513,6.1,55157539,The Mothman Prophecies
3247,225565,8000000,37.821106,6.1,26049082,That Awkward Moment
3319,36046,7500000,0.571663,6.1,3347647,The Work and the Glory
1020,260346,48000000,88.84477700000001,6.1,325771424,Taken 3
2847,286565,12000000,64.610671,6.1,85512300,Paper Towns
4412,63287,0,2.9485759999999996,6.1,0,The Poker House
1723,218778,28000000,22.14595,6.1,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
3586,256274,5000000,26.510558000000003,6.1,40100000,"As Above, So Below"
4129,7515,0,5.350423,6.1,0,London
2107,35688,20000000,2.986286,6.1,60072596,Why Did I Get Married Too?
3588,45153,0,1.126941,6.1,0,Eve's Bayou
2857,14976,0,14.345428,6.1,0,Rachel Getting Married
2856,38093,0,10.409253,6.1,21520719,Just Wright
1272,4965,40000000,9.579975,6.1,0,Impostor
4371,56666,1000000,0.043023,6.1,623791,Fiza
172,50620,120000000,99.687084,6.1,829000000,The Twilight Saga: Breaking Dawn - Part 2
2417,9792,15000000,35.107857,6.1,69623713,The Hills Have Eyes
1699,2043,60000000,21.252797,6.1,105178561,Along Came a Spider
378,8665,100000000,15.625948999999999,6.1,35168966,K-19: The Widowmaker
4137,50698,1000000,13.222268,6.1,0,Grave Encounters
2891,13079,8000000,9.728143,6.1,0,The Life Before Her Eyes
3341,77930,7000000,35.897151,6.1,167221571,Magic Mike
4697,27995,0,6.722213000000001,6.1,0,She's Gotta Have It
3338,535,4000000,18.422323000000002,6.1,92921203,Flashdance
4410,41830,0,0.118324,6.1,0,The Party's Over
4570,3062,439000,1.933366,6.1,2281000,42nd Street
2114,16690,20000000,15.341196,6.1,109862682,Return to Never Land
383,664,92000000,32.079995000000004,6.1,494471524,Twister
1942,94352,0,5.987486,6.1,34153101,Cirque du Soleil: Worlds Away
829,11353,55000000,13.191829,6.0,0,Bowfinger
4390,25983,0,8.628485000000001,6.0,0,The House of the Devil
4394,55180,0,0.678475,6.0,0,The Last Big Thing
2955,13994,0,4.056774,6.0,2945242,Romance & Cigarettes
2999,10426,20000000,7.499639,6.0,33526835,Friday After Next
2904,236751,12000000,11.150261,6.0,101332962,Heaven is for Real
1648,58151,17000000,18.27083,6.0,24922237,Fright Night
808,11358,56000000,23.438398,6.0,57223890,Walking Tall
804,10589,60000000,14.113066,6.0,61347797,After the Sunset
1570,9598,30000000,34.36645,6.0,254134910,Babe
3864,13973,3000000,11.637458,6.0,3830137,Choke
4358,41469,0,1.334481,6.0,0,Next Stop Wonderland
1634,8978,30000000,18.706504000000002,6.0,35294470,Assault on Precinct 13
1635,11702,30000000,9.607391,6.0,19204929,The Replacement Killers
2984,16781,6000000,5.882208,6.0,57231524,Madea's Family Reunion
2928,22804,11000000,31.900899,6.0,68233629,Saw VI
416,9339,82500000,41.176631,6.0,237681299,Click
424,27578,80000000,77.58066099999999,6.0,274470394,The Expendables
844,10632,55000000,8.634953999999999,6.0,34234008,The Hunted
3790,29122,0,0.068246,6.0,0,An Everlasting Piece
1586,707,30000000,27.230493,6.0,152427960,A View to a Kill
3786,27723,1500000,2.855963,6.0,0,Psycho Beach Party
3008,26352,10000000,3.290639,6.0,29392418,A Low Down Dirty Shame
3821,5178,3800000,2.201678,6.0,0,The Good Heart
817,8273,55000000,36.194802,6.0,231449203,American Wedding
1666,6016,0,2.774811,6.0,0,The Good Thief
786,381902,68490000,4.7262900000000005,6.0,193677158,The Monkey King 2
3031,9902,12600000,33.555764,6.0,28650575,Wrong Turn
1126,87826,0,26.799913,6.0,73100172,Here Comes the Boom
3033,9455,25000000,4.068107,6.0,15156200,The Corruptor
1299,11529,30000000,18.256028,6.0,180622424,Sweet Home Alabama
3360,2662,7000000,19.301432000000002,6.0,16829545,House of 1000 Corpses
3590,24973,5000000,4.079111,6.0,15000000,The Egyptian
4131,335866,0,6.752141,6.0,0,Circle
584,10395,0,13.758526000000002,6.0,0,Wolf
3346,57119,6600000,4.4924550000000005,6.0,37710610,Jumping the Broom
3996,43306,2627000,0.5314439999999999,6.0,5363000,A Guy Named Joe
1276,72358,40000000,13.119132999999998,6.0,22044277,A Thousand Words
3994,15875,2686000,1.8972630000000001,6.0,6600000,Donovan's Reef
1297,64807,40000000,21.362949,6.0,44907260,Grudge Match
3327,14165,0,0.553752,6.0,0,Ta Ra Rum Pum
3607,16441,0,6.377523,6.0,14056528,The Beastmaster
